用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00281667;6180;11;0;39;2;11;8;2;73
U00281743;3750;5;6;15;2;1;1;0;30
U00281865;1930;9;3;44;0;2;2;0;60
U00282037;4090;4;3;8;1;1;1;0;18
U00282069;6360;12;2;52;0;2;6;1;75
U00282159;3070;11;6;48;1;3;2;0;71
U00282312;2490;6;2;8;2;0;1;0;19
U00282521;1090;3;3;8;1;1;1;0;17
U00282583;1270;4;1;19;1;6;4;1;36
U00282839;2220;8;4;33;1;0;1;1;48
U00282870;6140;4;5;12;1;0;1;1;24
U00282880;6020;4;6;12;1;1;2;1;27
U00283021;900;3;0;6;3;0;0;1;13
U00283265;1500;5;4;12;1;0;2;0;24
U00283335;1200;6;5;11;1;1;2;0;26
U00283436;4630;8;0;23;0;9;6;2;48
U00283481;6060;8;1;28;1;9;5;2;54
U00283484;18080;6;2;20;0;6;4;1;39
U00283510;4850;7;2;23;0;7;5;0;44
U00283707;6940;5;6;13;0;1;2;0;27
U00283807;1860;4;2;7;2;0;1;0;16
U00283914;1530;6;6;13;1;1;2;2;31
U00284005;3650;4;1;4;2;0;0;0;11
U00284065;2230;7;4;32;1;1;2;1;48
U00284236;1250;10;4;35;0;1;1;0;51
U00284274;2790;3;3;6;1;1;1;0;15
U00284288;1560;3;0;16;1;5;2;0;27
U00284343;8320;7;0;23;0;7;4;1;42
U00284385;1670;9;5;30;1;2;3;0;50
U00284407;1470;3;4;9;1;1;1;1;20
U00284579;1840;4;3;4;2;0;1;0;14
U00284583;73030;5;6;12;0;0;2;0;25
U00284680;12180;7;5;15;2;2;2;0;33
U00284696;50370;2;3;8;1;1;1;1;17
U00284931;1130;7;4;13;4;0;1;2;31
U00284974;9150;9;9;19;1;1;3;2;44
U00285001;15250;12;4;45;0;15;8;1;85
U00285485;1950;17;11;73;1;3;7;1;113
U00285567;13010;3;3;4;3;0;0;0;13
U00285667;1800;11;9;49;1;2;4;1;77
U00285738;14920;3;5;9;1;1;1;0;20
U00285748;3320;4;5;9;1;1;1;1;22
U00285789;1150;4;2;7;2;0;0;0;15
U00285858;890;6;3;14;3;0;1;1;28
U00285891;1460;4;5;11;1;1;1;0;23
U00285926;10200;6;7;13;2;1;3;0;32
U00285978;6110;5;8;12;0;1;2;1;29
U00286121;7000;5;8;14;2;0;2;0;31
U00286138;1040;5;5;10;1;2;1;0;24
U00286194;14460;15;5;52;0;16;9;1;98
U00286401;6060;7;1;20;1;6;3;1;39
U00286402;1650;5;0;25;0;8;5;1;44
U00286473;1090;5;3;8;3;1;0;0;20
U00286595;6280;7;3;9;5;1;0;1;26
U00286625;1150;5;4;8;1;1;1;0;20
U00286645;5060;10;7;49;2;1;4;1;74
U00286801;5270;4;2;18;0;5;3;1;33
U00286919;7030;13;8;65;1;0;4;1;92
U00286926;870;5;5;12;1;1;2;0;26
U00287007;6000;8;5;13;4;1;1;1;33
U00287023;15900;7;4;11;1;2;2;0;27
U00287259;8500;7;9;14;1;1;3;1;36
U00287353;2350;6;1;22;0;7;4;1;41
U00287366;25860;6;6;12;1;1;1;0;27
U00287667;9830;13;1;46;0;13;7;3;83
U00287724;1360;6;2;23;1;9;4;1;46
U00287796;1940;6;5;12;1;1;2;1;28
U00287799;1210;8;0;36;0;12;6;0;62
U00288013;1330;4;3;7;0;0;1;0;15
U00288027;31180;11;1;31;0;11;8;1;63
U00288199;24720;9;6;16;2;0;2;0;35
U00288209;1460;9;6;50;0;1;3;0;69
U00288274;4310;4;3;9;1;1;1;0;19
U00288275;6300;4;5;11;0;1;1;0;22
U00288333;5090;7;0;19;1;6;4;1;38
U00288443;1220;5;6;11;1;1;1;1;26
U00288518;14230;9;7;15;1;2;2;0;36
U00288535;830;6;5;15;1;1;2;0;30
U00288683;6220;9;6;37;1;1;2;0;56
U00288701;14810;6;5;37;2;10;6;0;66
U00288757;980;3;3;8;1;0;1;0;16
U00288760;2070;9;2;15;6;0;0;0;32
U00288811;920;2;5;8;0;0;2;0;17
U00288869;1870;3;3;8;1;1;1;0;17
U00288883;1480;5;0;28;1;7;7;1;49
U00288946;9030;6;5;34;0;1;2;1;49
U00289022;960;3;1;5;2;0;1;0;12
U00289149;11570;8;6;17;2;2;2;1;38
U00289273;23030;14;7;57;1;2;4;1;86
U00289444;1640;4;1;4;2;1;0;0;12
U00289679;8310;4;3;6;0;0;1;0;14
U00289723;10410;6;2;20;0;6;4;1;39
U00289751;1670;5;5;11;1;1;1;1;25
U00289766;1180;5;3;6;2;1;1;1;19
U00289969;1420;4;4;10;1;1;1;0;21
U00290058;3030;4;4;8;1;1;1;0;19
U00290231;31860;4;8;17;2;1;2;0;34
U00290267;5540;8;2;30;0;8;7;1;56
U00290463;5510;3;2;4;2;0;0;0;11
U00290626;35520;6;6;12;1;2;2;0;29
U00290633;8630;3;3;7;2;1;0;0;16
U00290642;1270;7;7;15;3;1;2;1;36
U00290649;4020;4;2;16;0;5;3;0;30
U00290655;1680;9;9;21;1;2;3;1;46
U00290797;970;8;6;17;3;2;3;0;39
U00290977;1480;7;7;18;1;1;2;0;36
U00291147;3300;10;11;21;3;2;3;0;50
U00291258;22460;6;2;30;0;10;6;2;56
U00291269;15680;4;5;9;1;1;2;0;22
U00291326;1860;17;11;76;1;1;6;1;113
U00291505;3120;7;0;33;1;11;7;1;60
U00291506;2610;9;8;16;1;2;3;1;40
U00291837;960;7;0;28;1;10;5;0;51
U00291842;2760;7;6;11;1;1;2;0;28
U00291901;1070;7;3;10;4;1;1;1;27
U00291968;22290;4;2;6;2;0;0;0;14
U00291978;1510;8;2;28;0;8;5;0;51
U00292013;7070;8;4;38;0;1;3;1;55
U00292017;3730;6;3;27;0;8;4;2;50
U00292148;8540;7;0;31;2;9;5;0;54
U00292168;4280;7;3;37;0;1;3;0;51
U00292234;6330;4;2;19;0;5;4;1;35
U00292315;1310;5;5;12;2;1;2;1;28
U00293052;1000;5;1;6;2;0;0;0;14
U00293099;1950;8;8;15;0;0;3;0;34
U00293180;2780;4;4;11;1;1;2;1;24
U00293324;12960;5;5;10;0;1;1;0;22
U00293460;940;6;3;8;4;0;0;1;22
U00293492;1210;6;5;11;1;1;2;1;27
U00293896;1530;4;5;11;0;2;1;1;24
U00293998;1080;4;4;11;1;1;1;0;22
U00294026;8570;5;0;21;1;6;4;1;38
U00294034;1580;7;7;15;1;2;3;0;35
U00294151;2770;12;11;56;1;2;4;1;87
U00294245;1220;4;3;11;4;0;0;0;22
U00294364;1650;4;1;7;2;0;0;0;14
U00294389;19430;3;4;8;1;0;1;0;17
U00294480;32130;5;4;10;1;1;2;0;23
U00294514;1230;7;1;24;1;7;5;0;45
U00294689;1900;9;6;43;0;3;2;0;63
U00294734;6680;3;5;10;1;1;1;0;21
U00295101;1160;6;1;20;0;6;4;0;37
U00295119;1190;3;1;6;2;1;0;0;13
U00295149;1770;8;1;25;0;8;5;1;48
U00295328;1660;13;8;51;1;1;5;1;80
U00295357;2570;10;9;21;2;1;3;1;47
U00295716;12990;8;7;15;0;1;2;1;34
U00295731;1030;5;4;10;1;1;2;0;23
U00295912;12020;18;6;60;2;1;4;1;92
U00296042;8360;11;6;42;1;2;3;1;66
U00296075;7150;4;1;19;1;6;4;1;36
U00296079;2800;7;1;9;3;2;0;0;22
U00296128;10300;11;1;35;2;10;7;3;69
U00296131;9240;3;2;4;2;0;0;0;11
U00296147;7900;4;4;10;1;1;1;0;21
U00296243;6850;5;8;14;1;1;3;0;32
U00296317;1810;5;6;11;1;1;1;0;25
U00296319;8440;4;5;13;1;2;2;0;27
U00296411;2260;7;4;34;0;1;1;1;48
U00296421;1040;3;4;8;1;0;1;0;17
U00296487;24000;3;5;11;1;1;2;1;24
U00296566;1140;5;5;12;2;1;2;0;27
U00296607;4740;8;8;18;1;2;4;1;42
U00296792;1790;6;8;15;1;0;2;1;33
U00297006;1050;3;2;5;1;0;0;0;11
U00297108;17150;6;5;10;1;0;2;0;24
U00297252;2680;9;8;23;1;1;2;1;45
U00297337;3340;7;5;14;1;1;2;1;31
U00297354;1190;8;5;37;0;1;3;0;54
U00297356;18550;7;6;19;2;2;2;1;39
U00297503;1860;2;1;5;2;0;1;0;11
U00297570;66110;8;5;30;1;3;2;0;49
U00297663;8850;5;1;17;0;6;4;0;33
U00297911;2840;4;1;7;2;0;1;0;15
U00298189;1610;8;1;28;0;10;6;1;54
U00298281;6230;4;1;6;3;1;1;0;16
U00298317;2910;6;5;34;1;2;2;1;51
U00298399;1630;4;2;5;2;0;1;0;14
U00298432;3380;9;3;38;0;1;3;1;55
U00298550;4590;3;3;7;1;1;1;1;17
U00298604;1040;6;5;14;1;1;2;0;29
U00298662;5820;5;6;10;1;1;2;0;25
U00298742;28040;5;5;11;2;2;1;0;26
U00298769;1200;5;7;12;1;2;2;1;30
U00298925;7660;5;3;10;1;1;2;0;22
U00299087;6200;5;1;23;0;7;4;1;41
U00299201;5850;3;2;7;2;1;1;1;17
U00299236;3550;5;2;7;2;0;1;0;17
U00299244;1120;14;9;65;2;3;6;0;99
U00299312;3840;3;3;10;0;1;1;0;18
U00299412;1540;5;3;8;3;1;1;0;21
U00299539;5310;5;0;17;0;5;4;0;31
U00299605;1060;4;3;9;1;0;1;0;18
U00299840;11680;5;2;19;1;7;4;1;39
U00300023;3410;6;5;14;2;1;3;0;31
U00300085;1290;7;2;25;1;7;6;0;48
U00300086;10480;6;8;14;1;2;2;2;35
U00300154;3210;4;4;9;2;1;1;0;21
U00300308;1010;5;2;8;2;0;0;0;17
U00300377;8010;6;6;14;2;1;2;0;31
U00300419;1590;5;6;11;0;1;2;0;25
U00300527;900;17;10;74;1;5;4;0;111
U00300608;2500;17;11;72;0;0;5;2;107
U00300680;8340;10;0;33;2;9;7;1;62
U00300715;960;16;9;59;0;3;4;3;94
U00300741;3400;11;9;52;2;2;4;2;82
U00300761;1220;3;4;9;4;0;0;1;21
U00300899;2160;10;0;27;1;8;6;1;53
U00300926;1700;8;3;9;4;0;1;0;25
U00300929;7500;4;4;9;1;1;2;1;22
U00301012;4450;6;4;8;3;1;1;0;23
U00301198;19240;14;2;39;0;12;9;1;77
U00301285;2540;7;4;12;1;1;1;0;26
U00301479;17560;10;4;37;0;1;3;0;55
U00301531;5620;4;6;14;1;0;2;0;27
U00301565;2530;11;11;21;3;3;3;1;53
U00301801;1680;25;10;108;2;3;8;3;159
U00301842;16700;7;8;18;3;3;3;0;42
U00301870;13240;7;0;26;1;8;6;2;50
U00301886;980;6;8;16;1;1;1;1;34
U00302038;8600;3;5;10;1;1;1;0;21
U00302143;1400;12;9;50;2;2;4;2;81
U00302210;1210;3;3;8;0;1;2;0;17
U00302311;4570;8;11;20;1;3;3;0;46
U00302383;2590;4;2;7;3;0;1;0;17
U00302576;2220;5;1;27;0;9;5;2;49
U00302728;1940;8;8;15;2;2;2;0;37
U00302813;9230;5;3;8;3;0;1;0;20
U00302857;11240;9;10;19;1;2;4;0;45
U00302910;1770;5;2;10;3;0;0;0;20
U00302941;7680;5;5;11;0;1;2;0;24
U00303102;4620;12;0;31;0;11;6;0;60
U00303144;9380;5;5;12;1;1;2;0;26
U00303241;2580;4;2;7;3;0;0;0;16
U00303345;2520;4;5;11;2;0;2;1;25
U00303360;2140;4;4;10;1;1;2;1;23
U00303567;18820;8;7;16;2;1;2;1;37
U00303673;6030;16;10;78;0;2;4;3;113
U00303816;940;8;7;31;0;2;3;1;52
U00303834;5290;3;4;11;0;1;2;0;21
U00303856;1140;12;1;38;0;11;9;0;71
U00303878;11260;7;4;11;4;2;1;0;29
U00303977;1150;13;14;86;1;1;9;3;127
U00304061;2310;9;1;36;2;12;6;2;68
U00304102;3400;4;1;17;0;6;3;1;32
U00304116;3140;8;0;31;1;9;5;1;55
U00304126;3510;3;2;4;2;0;0;0;11
U00304415;2360;4;3;7;3;1;1;0;19
U00304459;1500;7;10;19;2;1;4;1;44
U00304776;1330;5;0;19;0;6;4;2;36
U00304861;860;4;4;7;2;1;0;0;18
U00304866;1230;4;1;6;2;0;0;0;13
U00305145;1290;14;13;65;2;2;7;2;105
U00305226;4970;8;0;25;1;7;6;1;48
U00305300;7300;25;17;108;5;5;9;1;170
U00305357;23930;13;12;16;1;2;3;0;47
U00305421;1780;3;4;8;0;1;2;0;18
U00305479;1710;13;13;74;3;1;6;3;113
U00305487;8740;6;5;14;1;1;2;0;29
U00305494;1710;11;10;23;3;2;3;0;52
U00305553;1350;4;4;6;0;1;1;0;16
U00305857;2890;3;2;4;2;0;0;0;11
U00305993;25830;8;8;16;2;1;2;0;37
U00306099;2170;7;4;35;1;1;3;1;52
U00306135;2200;5;0;19;0;5;4;0;33
U00306218;960;14;7;52;3;0;3;2;81
U00306288;45900;4;3;10;0;1;1;1;20
U00306300;1270;6;2;9;3;1;0;0;21
U00306384;5080;19;10;88;1;5;5;1;129
U00306430;2790;7;7;16;1;2;3;1;37
U00306434;1780;10;1;28;2;8;5;2;56
U00306557;1300;6;5;13;1;2;2;1;30
U00306563;1520;4;6;10;0;1;2;0;23
U00306593;1320;19;12;75;2;3;4;0;115
U00306726;1180;8;1;9;4;0;0;0;22
U00306791;17950;8;0;31;1;10;8;2;60
U00306820;2720;3;2;6;3;1;1;0;16
U00307020;1260;7;3;13;4;0;0;0;27
U00307039;3360;3;1;5;1;1;0;0;11
U00307211;1250;8;7;10;4;0;0;0;29
U00307366;3080;3;2;4;2;0;0;0;11
U00307616;930;3;2;7;2;0;1;1;16
U00307619;16410;4;1;7;3;0;1;0;16
U00307681;12530;4;5;11;1;1;2;0;24
U00307800;3570;5;6;14;1;1;2;1;30
U00308045;1560;7;8;13;1;1;2;0;32
U00308051;2240;3;0;20;0;6;4;1;34
U00308273;25500;8;9;19;1;0;4;1;42
U00308320;1060;3;2;6;2;1;0;1;15
U00308612;1000;14;0;39;1;12;9;3;78
U00308683;1090;12;5;16;6;2;0;0;41
U00308741;1160;6;7;13;1;1;2;0;30
U00308799;3020;12;4;19;7;2;1;1;46
U00308844;1010;8;3;7;3;0;1;1;23
U00308934;2460;8;2;33;1;11;6;1;62
U00309143;3010;4;3;7;3;0;0;1;18
U00309158;1140;8;7;13;1;1;2;1;33
U00309208;7330;10;4;42;2;3;2;0;63
U00309246;2530;6;6;31;1;1;2;2;49
U00309527;1300;4;1;6;2;0;0;0;13
U00309835;3150;6;6;8;1;1;2;0;24
U00309992;1850;5;0;16;1;5;3;0;30
U00310038;1120;5;2;5;3;1;0;0;16
U00310337;3980;4;6;12;1;1;2;0;26
U00310598;6440;3;3;8;1;0;1;0;16
U00310634;3120;5;1;7;2;0;1;0;16
U00310656;1810;4;4;10;0;1;2;0;21
U00310787;6660;7;11;21;2;2;4;1;48
U00311022;1650;4;5;11;1;1;2;0;24
U00311053;12970;4;4;9;0;1;2;0;20
U00311111;1300;4;5;10;1;1;2;0;23
U00311229;14870;2;1;16;1;6;3;1;30
U00311544;2200;10;9;19;2;1;3;0;44
U00311579;7960;4;2;5;2;0;1;0;14
U00311661;3540;5;8;15;2;1;2;0;33
U00311678;5760;3;3;7;1;0;1;0;15
U00311755;1530;6;0;9;4;1;0;0;20
U00312021;1070;5;1;5;2;0;0;0;13
U00312145;1700;27;8;101;4;3;4;2;149
U00312385;1810;12;7;52;0;3;2;1;77
U00312470;940;5;1;8;3;0;0;0;17
U00312504;1790;4;2;6;2;1;0;1;16
U00312613;1320;6;0;22;0;6;5;1;40
U00312631;2870;3;4;9;1;1;2;0;20
U00312671;1080;3;1;5;2;0;0;0;11
U00312676;5230;3;2;5;1;0;0;0;11
U00312781;1220;5;3;8;3;0;1;0;20
U00312797;11250;5;5;10;1;1;2;0;24
U00312961;8320;12;10;54;2;2;2;2;84
U00312990;9100;4;5;10;0;0;2;0;21
U00313167;2270;4;2;5;2;1;0;0;14
U00313217;1020;4;1;7;2;0;1;0;15
U00313408;1270;6;6;10;0;1;1;0;24
U00313541;7010;4;1;6;2;0;0;0;13
U00313999;1190;4;3;8;1;0;1;0;17
U00314006;1770;5;6;17;2;1;2;1;34
U00314094;1020;6;2;7;3;0;1;1;20
U00314209;5440;4;4;6;0;1;1;0;16
U00314221;5750;5;4;9;1;0;1;0;20
U00314519;13620;9;5;35;1;1;2;1;54
U00314561;2100;5;0;16;0;4;4;1;30
U00314576;3250;18;7;74;3;2;4;1;109
U00314804;2550;11;1;35;1;12;7;1;68
U00314833;1420;6;8;13;1;1;1;0;30
U00315058;6540;3;4;8;1;1;1;0;18
U00315063;4130;4;1;6;2;0;1;1;15
U00315142;3550;3;2;4;2;0;1;0;12
U00315228;11950;10;2;43;1;12;7;0;75
U00315363;2070;5;3;9;1;1;1;0;20
U00315376;5000;5;1;19;0;6;3;1;35
U00315418;3130;12;8;60;1;2;3;3;89
U00315466;1160;4;5;10;1;2;1;0;23
U00315636;1680;6;5;14;1;1;1;0;28
U00315888;68860;16;0;45;1;13;8;0;83
U00316140;990;2;2;7;0;1;1;0;13
U00316281;3530;4;5;12;1;0;3;1;26
U00316595;1630;11;4;48;3;16;11;2;95
U00316719;1510;6;5;11;1;1;2;1;27
U00316778;950;4;2;5;2;0;0;0;13
U00316875;3690;3;2;5;1;0;0;0;11
U00317216;2310;4;4;7;1;1;1;0;18
U00317684;4840;5;6;10;0;0;2;0;23
U00317718;2310;5;2;7;3;1;0;0;18
U00317880;3760;11;11;25;1;2;4;1;55
U00317957;3560;6;7;17;0;1;2;1;34
U00317976;3470;6;4;11;1;1;2;1;26
U00318059;2870;3;3;8;1;1;1;0;17
U00318415;1680;4;5;11;1;0;2;0;23
U00318543;1190;11;2;38;1;11;9;2;74
U00318728;2020;17;7;64;1;3;4;2;98
U00318741;7030;4;4;8;1;1;1;0;19
U00318871;4190;10;5;49;1;3;5;2;75
U00318932;22210;3;0;16;0;6;3;0;28
U00318966;6290;4;4;9;1;1;1;0;20
U00319012;6410;12;9;61;0;1;5;1;89
U00319048;5930;8;7;14;4;0;0;1;34
U00319110;1420;3;2;6;2;0;0;0;13
U00319124;20260;12;6;45;1;1;2;1;68
U00319180;2530;5;4;9;0;0;1;0;19
U00319298;77870;4;1;17;0;5;3;1;31
U00319368;1230;5;3;8;1;1;1;0;19
U00319437;1650;9;9;16;2;1;3;0;40
U00319461;17440;3;4;7;1;1;1;0;17
U00319488;3330;8;7;15;2;2;2;0;36
U00319648;22050;8;5;19;2;1;3;0;38
U00319777;1720;6;1;10;3;1;1;0;22
U00319809;1800;4;0;6;2;0;1;1;14
U00319846;910;6;4;8;4;1;1;0;24
U00319851;11940;9;3;60;0;3;3;0;78
U00319990;1100;8;8;11;4;1;0;0;32
U00320007;1350;7;6;12;2;1;2;1;31
U00320751;1300;5;1;6;3;0;0;0;15
U00320770;14510;4;4;10;1;1;1;0;21
U00320873;1570;7;2;8;2;0;1;0;20
U00321001;2770;9;4;36;0;11;8;1;69
U00321045;960;3;3;8;1;1;1;0;17
U00321073;970;4;2;6;2;1;1;0;16
U00321151;23490;15;9;72;2;1;4;1;104
U00321372;1520;7;6;13;1;2;1;0;30
U00321472;1020;6;7;17;1;1;3;1;36
U00321483;4750;4;4;6;3;1;1;0;19
U00321522;2070;13;7;44;0;1;3;0;68
U00321752;6880;24;16;96;3;1;5;1;146
U00321842;3010;6;2;29;1;9;5;0;52
U00321881;1970;9;3;44;0;11;7;4;78
U00322090;1220;3;3;17;0;5;3;1;32
U00322100;1560;3;3;8;1;1;1;0;17
U00322141;1840;6;5;16;3;3;2;1;36
U00322230;2100;4;4;9;0;1;1;0;19
U00322398;8880;3;2;5;2;0;1;0;13
U00322776;2620;5;2;6;1;1;1;0;16
U00322816;1510;7;4;12;4;1;0;0;28
U00322985;5390;5;6;14;1;1;3;0;30
U00323145;3480;6;7;15;1;1;3;1;34
U00323400;50910;6;0;32;1;9;7;0;55
U00323474;1070;4;3;7;2;1;0;0;17
U00323593;3210;4;4;12;1;1;2;0;24
U00323698;7830;6;5;34;1;1;2;1;50
U00323833;1160;4;3;6;2;0;1;0;16
U00324230;840;4;1;6;2;1;0;0;14
U00324246;3440;6;1;19;0;6;4;0;36
U00324249;1150;4;1;18;1;5;3;0;32
U00324355;3980;6;3;9;4;2;0;0;24
U00324449;1620;9;3;42;2;12;10;1;79
U00324466;2050;4;2;10;5;0;1;1;23
U00324592;45040;9;0;30;0;8;5;1;53
U00324676;850;4;1;6;2;0;1;0;14
U00324679;1220;11;11;57;1;1;4;1;86
U00324722;9040;7;7;16;2;0;2;0;34
U00324734;9420;5;4;9;0;1;2;1;22
U00324888;2360;5;6;13;1;0;2;1;28
U00325090;2350;5;3;7;3;0;1;0;19
U00325239;1350;4;2;4;2;1;0;1;14
U00325296;6670;11;4;48;1;3;4;2;73
U00325303;5220;7;7;19;1;1;3;1;39
U00325583;1450;5;4;32;0;2;2;1;46
U00325760;1280;4;5;10;1;1;1;0;22
U00325808;3840;4;3;9;1;1;2;1;21
U00326107;1060;3;0;20;0;6;3;1;33
U00326113;1520;6;4;11;1;1;1;0;24
U00326126;2310;8;4;12;0;1;2;1;28
U00326147;15130;5;2;19;1;7;4;0;38
U00326545;1420;9;3;12;6;0;1;1;32
U00326565;2080;6;5;13;2;1;3;0;30
U00326598;3420;5;2;10;0;1;2;1;21
U00326603;14760;4;0;16;0;5;3;1;29
U00326609;16010;9;6;17;1;1;3;1;38
U00326629;2890;6;2;26;0;8;5;2;49
U00326707;960;3;1;6;2;1;0;0;13
U00326712;14410;5;1;21;0;6;3;1;37
U00326762;3480;4;4;8;1;1;1;0;19
U00326795;2860;3;2;5;1;1;0;0;12
U00326811;3020;3;2;7;0;1;1;0;14
U00326834;900;8;4;13;4;1;2;0;32
U00326886;820;4;3;8;4;0;0;0;19
U00326942;11660;4;2;5;2;0;0;0;13
U00327087;2000;12;5;41;2;11;8;1;80
U00327108;7280;6;6;15;1;0;3;0;31
U00327119;1000;10;0;36;1;9;6;1;63
U00327294;11470;5;5;13;1;1;2;1;28
U00327313;1330;4;3;7;0;1;1;0;16
U00327365;5840;4;3;8;1;0;2;0;18
U00327427;4080;6;5;12;1;1;2;0;27
U00327494;20630;6;2;7;3;0;0;0;18
U00327626;4690;10;8;43;2;2;2;2;69
U00327673;6300;9;3;30;1;9;6;2;60
U00327754;5640;7;5;13;1;1;2;1;30
U00327787;5350;3;3;8;1;1;2;0;18
U00327795;2750;9;8;20;2;2;2;1;44
U00327968;3030;8;1;24;0;8;6;0;47
U00327971;2440;10;1;42;0;13;9;2;77
U00328101;2060;5;4;6;2;0;0;0;17
U00328119;11040;4;2;6;2;0;1;1;16
U00328130;1130;4;4;10;0;1;1;1;21
U00328159;5780;6;5;13;2;1;1;0;28
U00328368;2460;7;8;12;2;1;2;0;32
U00328414;2070;5;5;11;2;1;1;0;25
U00328569;1520;10;10;18;3;1;3;0;45
U00328651;1190;8;8;17;0;1;3;0;37
U00328678;30430;12;3;35;1;12;7;1;71
U00329156;1940;9;7;40;0;1;2;0;59
U00329162;1160;5;0;17;1;5;3;1;32
U00329221;6860;4;4;9;0;1;2;0;20
U00329311;1760;4;4;7;3;0;1;0;19
U00329570;4050;4;3;8;0;0;1;0;16
U00329832;2160;4;3;7;1;1;1;0;17
U00329943;1000;3;1;4;2;1;0;0;11
U00330160;16960;4;4;10;1;1;1;0;21
U00330175;1110;9;2;28;0;10;5;2;56
U00330227;2180;4;3;6;3;1;0;0;17
U00330245;1110;4;3;5;2;1;0;1;16
U00330427;1220;9;0;36;1;12;7;2;67
U00330579;1920;5;3;6;2;1;1;0;18
U00330700;1050;5;1;17;0;5;3;1;32
U00330706;1490;5;6;12;1;1;2;0;27
U00330719;9070;10;3;33;0;10;6;2;64
U00330760;3220;4;4;9;1;1;1;0;20
U00330947;1930;24;12;85;3;3;4;0;131
U00330949;15890;5;1;20;1;7;3;0;37
U00331193;1080;4;1;19;1;5;3;1;34
U00331291;3260;8;5;32;1;1;3;0;50
U00331454;2230;4;2;7;2;1;0;1;17
U00331623;2140;11;10;19;1;1;4;2;48
U00331649;1010;3;2;8;2;0;0;0;15
U00331742;1350;4;2;10;3;1;0;0;20
U00332022;1150;5;2;8;2;0;1;0;18
U00332105;1240;5;6;14;2;0;2;0;29
U00332118;1760;4;5;9;1;0;1;0;20
U00332160;3290;4;3;5;2;0;1;0;15
U00332237;1080;3;1;5;2;0;0;0;11
U00332385;6230;5;5;11;1;1;1;0;24
U00332437;1010;16;0;51;1;13;8;2;91
U00332483;1090;3;4;7;1;1;1;0;17
U00332590;1060;10;10;38;1;1;2;0;62
U00332627;3090;8;1;34;0;10;7;2;62
U00332635;7820;4;1;7;3;0;0;0;15
U00332660;2440;6;5;11;1;1;1;0;25
U00332741;4870;7;1;21;1;6;4;2;42
U00332939;1430;2;3;7;1;1;1;0;15
U00333156;1330;10;8;20;2;0;2;1;43
U00333158;950;4;4;7;0;1;1;0;17
U00333187;1510;3;4;8;1;0;2;0;18
U00333198;10210;6;6;14;1;1;2;1;31
U00333223;10960;8;8;14;1;2;2;1;36
U00333356;9360;9;5;34;1;1;2;0;52
U00333388;1620;4;4;12;1;1;1;1;24
U00333542;11600;7;8;36;1;2;4;2;60
U00333712;4460;3;3;6;1;1;1;0;15
U00333774;4930;9;0;27;0;8;4;1;49
U00333850;4030;5;3;9;0;1;1;0;19
U00333889;7120;9;2;35;1;13;8;1;69
U00334075;3280;6;6;13;1;1;1;2;30
U00334238;1010;6;8;18;2;0;2;0;36
U00334263;2360;4;2;7;2;0;1;0;16
U00334286;7260;4;4;9;1;1;1;0;20
U00334396;1070;3;1;5;2;0;0;0;11
U00334515;3840;8;4;29;0;9;5;2;57
U00334655;1250;6;2;7;2;1;0;0;18
U00334865;4460;6;0;24;0;8;4;1;43
U00334888;2180;6;7;14;1;1;2;1;32
U00335027;4220;3;4;8;0;1;1;0;17
U00335097;1400;6;6;14;1;1;3;1;32
U00335122;1200;4;5;9;1;1;1;1;22
U00335570;3590;8;1;33;0;10;6;2;60
U00335576;2940;15;0;45;1;12;9;2;84
U00335598;1440;5;6;13;2;1;2;1;30
U00335673;1490;5;4;13;5;0;3;0;30
U00335706;4600;5;0;22;1;7;5;0;40
U00335856;15850;10;5;43;0;2;3;1;64
U00335875;4340;8;5;12;4;1;0;0;30
U00336022;1510;6;3;11;3;1;1;1;26
U00336062;6950;10;0;35;2;11;7;1;66
U00336090;1400;5;3;12;1;1;2;0;24
U00336098;3640;5;4;10;1;1;1;0;22
U00336114;9090;7;9;17;2;2;1;0;38
U00336163;3840;8;9;19;3;2;4;1;46
U00336175;2030;4;1;6;3;1;1;0;16
U00336333;1180;13;7;63;2;2;3;2;92
U00336655;8230;6;6;36;2;1;3;0;54
U00336680;1160;5;3;7;3;1;0;0;19
U00336822;1430;3;2;4;2;0;0;0;11
U00337280;1300;8;4;42;0;1;2;1;58
U00337396;910;3;2;5;2;0;0;0;12
U00337464;9500;4;0;21;1;7;5;1;39
U00337499;4520;5;8;15;2;1;3;0;34
U00337810;1450;10;8;16;2;2;2;0;40
U00337962;2120;9;2;32;1;11;7;2;64
U00338066;1070;7;7;15;1;1;2;1;34
U00338178;2170;4;1;7;2;1;0;0;15
U00338334;6890;5;0;18;0;5;4;0;32
U00338414;7330;6;8;14;1;1;2;1;33
U00338424;4880;4;0;22;0;7;5;1;39
U00338593;3410;7;7;17;3;0;3;1;38
U00338726;3510;6;5;15;1;1;3;0;31
U00338856;3130;11;9;19;2;2;3;0;46
U00338904;1750;5;4;7;3;2;0;0;21
U00338911;2300;16;1;45;1;17;9;1;90
U00338921;1180;5;0;26;1;8;4;0;44
U00338959;1030;9;6;18;1;2;3;0;39
U00338980;4290;8;4;33;1;1;3;0;50
U00339048;2460;11;2;11;5;0;0;0;29
U00339255;60800;11;1;44;4;14;9;4;87
